experiment_col,experiment_label,backend,method,model,save_path,kernel_id,kernel_name,kernel_type,cohort,precision_io_cheat,best_depth,best_speedup,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,0,0.5791,0.5791,0.122,0.1464,0.1838,0.1834,0.3292,0.3292,0.3259,0.3233,0.5111,0.5144
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,8,1.1459,0.4377,1.023,1.0533,1.1056,1.1102,1.0701,1.0744,1.0766,1.1459,1.1459,1.0056
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,4,1.4431,1.3169,1.2957,1.4012,1.3851,1.4431,1.2359,1.2111,1.2111,1.1814,0.3371,0.1697
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,21,21_Sigmoid,activation,sample19,False,0,0.9895,0.9895,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,22,22_Tanh,activation,sample19,False,0,1.0021,1.0021,0.967,0.965,0.963,0.9591,0.9591,0.965,0.967,0.967,0.963,0.965
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,33,33_BatchNorm,norm,sample19,False,0,1.0067,1.0067,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,40,40_LayerNorm,norm,sample19,False,2,5.6288,4.5868,4.9554,5.6288,5.5556,5.5556,5.5667,5.5948,5.3365,5.3883,5.3883,5.3883
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,49,49_Max_reduction_over_a_dimension,reduction,sample19,False,10,1.0861,0.867,0.8521,0.824,0.2724,0.2724,0.2724,0.824,0.824,0.2724,0.2724,1.0861
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,0,0.6465,0.6465,0.2189,0.1095,0.1296,0.1095,0.0915,0.0819,0.0777,0.0915,0.0525,0.0926
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,0,0.867,0.867,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,0,0.3914,0.3914,0.0986,0.1042,0.1101,0.1101,0.1129,0.1148,0.1826,0.1876,0.1971,0.2473
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,7,0.3323,0.0328,0.0477,0.053,0.0648,0.0955,0.1744,0.2549,0.3323,0.1885,0.237,0.237
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,0,0.3031,0.3031,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,0,0.165,0.165,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,0,0.3921,0.3921,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,70,70_conv_transposed_3D__asymmetric_input__square_kernel,conv,new8,False,0,1.0815,1.0815,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,75,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,conv,new8,False,0,7.4302,7.4302,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,80,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,conv,sample19,False,10,0.65,0.0711,0.0582,0.0792,0.0934,0.1387,0.1408,0.1641,0.3877,0.522,0.522,0.65
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,83,83_conv_depthwise_2D_square_input_asymmetric_kernel,conv,sample19,False,0,1.4538,1.4538,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,88,88_MinGPTNewGelu,activation,sample19,False,0,8.8294,8.8294,8.186,8.2371,8.2243,8.2371,8.2371,8.2371,8.2371,8.2759,8.25,8.2371
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,99,99_TripletMarginLoss,loss,sample19,False,0,4.1124,4.1124,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,102,102_ScaledDotProductAttention,attention,sample19,False,0,0.1212,0.1212,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,103,103_Conv2D_SquareKernel11,conv,sample19,False,0,0.2982,0.2982,,,,,,,,,,
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,105,105_LayerNorm_BigMean,norm,new8,False,9,4.3178,0.6294,3.6169,3.6405,3.6405,3.6405,3.6169,3.6645,3.6405,3.6405,4.3178,4.3178
CuTe→PTX/start/S,CuTe→PTX · Profiling from start · Sonnet 5,CuTe→PTX,Profiling from start,Sonnet 5,cute-ptx/level1-profiled-from-start-sonnet5,107,107_Conv2D_SquareKernel3_bf16,conv,new8,False,7,2.312,1.2934,1.2839,1.2786,2.1466,2.1317,2.2242,2.2736,2.312,2.2991,2.2778,2.2862
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,1,1_Square_matrix_multiplication_,matmul,sample19,False,7,1.1467,0.4751,0.5525,0.7478,0.7725,0.7914,0.7748,0.0715,1.1467,0.9885,0.9699,1.0795
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,4,4_Matrix_vector_multiplication_,matmul,sample19,False,1,1.0011,0.9945,1.0011,0.9989,0.9989,0.9978,0.9989,0.9978,0.9956,0.9956,1.0,1.0
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,4,0.8895,0.2896,0.3448,0.3578,0.8173,0.8895,0.8173,0.805,0.763,0.5629,0.8173,0.801
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,6,1.1739,1.1613,1.1638,1.1663,1.1663,1.1663,1.1663,1.1739,1.1739,1.1416,1.1514,1.1514
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,10,4.0268,1.6667,1.875,1.9835,1.9672,2.1239,1.8898,2.5478,2.5862,3.338,3.3473,4.0268
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,21,21_Sigmoid,activation,sample19,False,3,0.9958,0.9937,0.9937,0.9937,0.9958,0.9958,0.9854,0.9854,0.9874,0.9874,0.9874,0.9515
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,33,33_BatchNorm,norm,sample19,False,9,1.078,0.7204,0.987,0.987,0.9806,1.0629,1.0629,1.0629,1.0704,1.0704,1.078,1.078
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,40,40_LayerNorm,norm,sample19,False,3,6.1245,4.7143,4.7949,6.1178,6.1245,6.078,6.0649,6.0714,6.0846,6.0912,6.0583,6.0912
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,49,49_Max_reduction_over_a_dimension,reduction,sample19,False,4,1.1099,0.8707,0.8559,0.8632,0.9099,1.1099,0.8632,0.8632,1.0825,0.9528,1.0825,0.9528
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,6,0.8705,0.3654,0.805,0.8305,0.6524,0.4419,0.6046,0.8705,0.6136,0.845,0.3948,0.6228
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,8,1.0917,0.8403,1.0638,1.0695,0.8696,1.0811,1.0638,1.0384,1.0627,1.0917,1.0917,1.0881
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,1,0.7627,0.7097,0.7627,,,,,,,,,
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,0,0.1664,0.1664,0.05,0.0116,0.0314,,,,,,,
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,9,1.7601,0.6833,0.6833,0.6168,0.8337,0.7479,1.0029,0.7337,1.3004,1.4109,1.7601,1.1834
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,10,1.613,0.381,0.3981,0.9026,1.1415,0.5263,1.1353,1.2012,1.2035,1.5486,1.5409,1.613
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,6,1.4038,0.73,0.7631,0.5,1.3036,1.0092,1.3036,1.4038,1.3273,,,
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,70,70_conv_transposed_3D__asymmetric_input__square_kernel,conv,new8,False,10,3.8611,1.2942,1.215,2.0029,2.3883,2.0087,2.0871,2.2492,3.3902,3.2028,3.2783,3.8611
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,75,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,conv,new8,False,10,13.6224,2.1885,3.56,3.9497,3.6081,3.5935,12.4186,11.6087,9.8889,11.9196,12.8986,13.6224
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,80,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,conv,sample19,False,1,0.5765,0.514,0.5765,,,,,,,,,
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,83,83_conv_depthwise_2D_square_input_asymmetric_kernel,conv,sample19,False,1,1.4237,1.4,1.4237,1.4118,1.4,1.4,1.4118,1.4118,1.377,1.2537,1.377,1.4118
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,88,88_MinGPTNewGelu,activation,sample19,False,10,8.9679,8.9527,8.9527,8.8481,8.8481,8.8629,8.8629,8.8481,8.8333,8.8481,8.8481,8.9679
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,99,99_TripletMarginLoss,loss,sample19,False,0,4.1543,4.1543,4.1543,4.1543,4.142,4.1543,4.142,4.1298,4.1176,4.142,4.1543,4.1543
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,103,103_Conv2D_SquareKernel11,conv,sample19,False,2,2.1271,0.9401,1.503,2.1271,1.4425,1.4343,1.3716,1.004,1.2067,0.9767,1.2067,1.6623
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,105,105_LayerNorm_BigMean,norm,new8,False,4,5.6421,3.5316,5.3143,5.3654,5.215,5.6421,5.3143,5.2642,5.2642,5.6137,5.58,5.58
CuTe/nopf/K,CuTe · No profiling · Kimi K3,CuTe,No profiling,Kimi K3,cute/level1-no-profile,107,107_Conv2D_SquareKernel3_bf16,conv,new8,False,2,2.9048,2.7293,2.3782,2.9048,1.6712,2.1825,2.2932,2.2182,2.3372,2.5847,2.658,0.5471
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,1,1_Square_matrix_multiplication_,matmul,sample19,False,4,0.7257,0.4505,0.4624,0.502,0.5336,0.7257,,,,,,
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,4,4_Matrix_vector_multiplication_,matmul,sample19,False,3,1.0022,0.9945,1.0011,1.0011,1.0022,0.9901,1.0011,1.0022,1.0022,1.0022,1.0022,1.0022
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,4,0.7619,0.5517,0.5212,0.5674,0.6957,0.7619,0.7547,,,,,
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,6,0.9177,0.4458,0.428,0.1726,0.1838,0.1931,0.1931,0.9177,,,,
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,5,2.3611,1.4326,1.4011,1.8214,2.0565,2.125,2.3611,,,,,
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,21,21_Sigmoid,activation,sample19,False,0,1.0021,1.0021,1.0021,1.0021,0.967,0.967,0.9791,0.973,0.9791,0.9791,0.9791,0.9832
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,22,22_Tanh,activation,sample19,False,9,1.0021,0.9915,0.9895,0.9936,0.9915,0.9936,0.9895,0.9853,0.9895,0.9915,1.0021,1.0021
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,33,33_BatchNorm,norm,sample19,False,1,1.0709,0.5763,1.0709,1.0709,1.0709,1.0709,1.0709,1.0709,1.0709,1.0709,1.0709,1.0709
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,40,40_LayerNorm,norm,sample19,False,10,5.3981,0.4752,0.6037,0.6057,4.4127,4.4127,4.378,4.4839,4.4127,5.0545,5.3462,5.3981
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,49,49_Max_reduction_over_a_dimension,reduction,sample19,True,8,0.8911,0.8678,0.8754,0.8603,0.8603,0.8603,0.8603,0.8678,0.8678,0.8911,0.8678,0.8832
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,0,1.0955,1.0955,0.0431,0.1831,0.2366,0.2403,0.167,0.1434,0.1694,0.2394,0.1094,0.1291
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,5,1.001,0.867,0.8746,0.9318,0.9231,0.9775,1.001,0.9775,0.9147,0.9231,0.9775,0.9147
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,6,1.2952,0.5824,0.6618,0.6099,0.634,0.9477,0.9927,1.2952,0.9819,1.2952,0.9097,1.0074
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,8,0.3116,0.1029,0.1324,0.175,0.1579,0.272,0.2408,0.2869,0.272,0.3116,0.0808,0.2665
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,1,0.844,0.8084,0.844,0.759,0.759,0.7992,0.6741,0.591,0.5172,0.5288,0.5369,0.4034
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,10,1.1733,0.1639,0.1657,0.1589,0.1384,0.1565,0.161,0.161,0.6168,0.6108,0.8208,1.1733
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,0,0.0775,0.0775,0.0406,0.0257,,,,,,,,
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,70,70_conv_transposed_3D__asymmetric_input__square_kernel,conv,new8,False,3,0.3314,0.0802,0.0972,0.1749,0.3314,0.3252,0.2852,0.2974,,,,
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,75,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,conv,new8,False,5,7.1046,4.0832,5.6867,5.7359,6.0502,5.1657,7.1046,6.7089,5.8628,6.6085,5.6263,5.2063
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,80,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,conv,sample19,False,4,0.4397,0.1071,0.1369,0.169,0.2887,0.4397,0.3751,0.4,0.3709,0.4229,0.3709,0.4229
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,83,83_conv_depthwise_2D_square_input_asymmetric_kernel,conv,sample19,False,0,1.4202,1.4202,1.2612,1.3203,1.2246,1.3101,1.3101,0.9086,0.9135,1.2158,0.9135,0.9037
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,88,88_MinGPTNewGelu,activation,sample19,False,3,8.8889,8.8442,8.8739,8.8,8.8889,8.8294,8.8294,8.7708,8.7417,8.7708,8.8147,8.8147
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,99,99_TripletMarginLoss,loss,sample19,False,0,4.1124,4.1124,4.1124,4.1124,4.1003,4.1003,4.1124,4.1124,4.1003,4.1003,4.1003,3.2176
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,102,102_ScaledDotProductAttention,attention,sample19,False,6,0.1222,0.0198,0.0297,0.0286,0.0283,0.0311,0.0436,0.1222,0.0817,0.0856,0.0494,0.0623
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,103,103_Conv2D_SquareKernel11,conv,sample19,False,0,0.5312,0.5312,0.4391,0.3993,0.4327,0.398,0.3173,0.2114,0.2723,0.3225,0.3043,0.4265
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,105,105_LayerNorm_BigMean,norm,new8,False,10,4.4206,4.0657,3.8951,4.0362,3.8951,3.6405,3.6169,3.4596,4.0956,4.0072,4.3858,4.4206
CuTe/nopf/S,CuTe · No profiling · Sonnet 5,CuTe,No profiling,Sonnet 5,cute/level1-no-profile-sonnet5,107,107_Conv2D_SquareKernel3_bf16,conv,new8,False,2,1.4456,0.6954,0.6994,1.4456,1.198,0.1993,0.4144,0.6541,0.6914,0.6954,0.7333,0.7516
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,1,1_Square_matrix_multiplication_,matmul,sample19,False,10,0.8053,0.5908,0.6489,0.6893,0.8,0.8,0.6455,0.7305,0.7485,0.7372,0.7327,0.8053
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,4,4_Matrix_vector_multiplication_,matmul,sample19,False,1,1.0022,0.9879,1.0022,0.9934,0.9956,1.0011,1.0011,1.0,1.0,0.9912,1.0011,1.0011
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,0,0.142,0.142,0.1169,0.1214,,,,,,,,
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,1,1.1766,0.4405,1.1766,0.3011,0.3011,0.3063,1.0431,1.0945,1.1012,1.1012,0.4981,0.0426
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,3,3.3149,0.6723,1.8182,1.9835,3.3149,3.0457,1.326,1.7021,2.3762,2.0168,2.1622,2.5451
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,21,21_Sigmoid,activation,sample19,False,2,1.0,0.9894,0.9873,1.0,1.0,0.963,0.961,0.975,0.9791,0.977,,
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,22,22_Tanh,activation,sample19,False,6,1.0021,1.0,1.0,1.0,1.0,1.0,1.0,1.0021,0.9979,0.9979,0.9936,0.9979
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,33,33_BatchNorm,norm,sample19,False,1,1.0863,1.0786,1.0863,1.0863,1.0863,1.0863,1.0863,1.0863,1.0863,1.0863,1.0863,1.0863
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,40,40_LayerNorm,norm,sample19,False,2,5.8169,1.9144,3.1056,5.8169,5.4804,5.5347,5.4272,5.4272,5.1759,5.1284,5.4804,5.6068
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,49,49_Max_reduction_over_a_dimension,reduction,sample19,False,0,0.8458,0.8458,0.8458,0.8458,,,,,,,,
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,3,1.1417,0.2014,0.4354,1.0507,1.1417,0.8657,0.4739,0.2636,0.2816,0.2816,1.0821,1.0584
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,10,1.0908,0.8595,0.8595,0.8595,0.8595,0.8746,1.0825,1.0837,1.0837,1.0813,1.0813,1.0908
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,10,0.4057,0.2637,0.2514,0.2169,0.1439,0.2514,0.2152,0.2445,0.1528,0.1855,0.2714,0.4057
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,4,0.1916,0.0445,0.0705,0.0648,0.0772,0.1916,0.1182,0.0921,0.0921,0.1603,0.0847,0.0882
CuTe/min/S,CuTe · Minimal · Sonnet 5,CuTe,Minimal,Sonnet 5,cute/level1-no-profile-sonnet5-minimal,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,0,0.3512,0.3512,0.2313,0.1505,0.164,0.181,0.1323,0.0792,0.0854,0.0562,0.0516,0.1171
